-,180,_
3526,Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1709,skill_1:1035,skill_2:495,skill_3:0,team_buff:0,s1_poison:159,s2_boost:125
3018,_c_Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],!<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1592,skill_1:972,skill_2:453,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,k
3879,Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1880,skill_1:1139,skill_2:544,skill_3:0,team_buff:0,s1_poison:175,s2_boost:138
3319,_c_Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],!<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1751,skill_1:1069,skill_2:498,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,r
3798,Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1709,skill_1:1191,skill_2:569,skill_3:0,team_buff:0,s1_poison:183,s2_boost:144
3232,_c_Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],!<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1592,skill_1:1118,skill_2:521,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,kr
4178,Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1880,skill_1:1310,skill_2:626,skill_3:0,team_buff:0,s1_poison:201,s2_boost:159
3555,_c_Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],!<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1751,skill_1:1230,skill_2:573,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,d
3806,Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1846,skill_1:1117,skill_2:534,skill_3:0,team_buff:0,s1_poison:172,s2_boost:136
3257,_c_Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],!<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1719,skill_1:1048,skill_2:489,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,kd
4187,Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:2030,skill_1:1228,skill_2:588,skill_3:0,team_buff:0,s1_poison:189,s2_boost:149
3583,_c_Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],!<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1890,skill_1:1153,skill_2:538,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,b
3526,Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1709,skill_1:1035,skill_2:495,skill_3:0,team_buff:0,s1_poison:159,s2_boost:125
3018,_c_Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],!<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1592,skill_1:972,skill_2:453,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,kb
3879,Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1880,skill_1:1139,skill_2:544,skill_3:0,team_buff:0,s1_poison:175,s2_boost:138
3319,_c_Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],!<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1751,skill_1:1069,skill_2:498,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,rd
4100,Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1846,skill_1:1284,skill_2:615,skill_3:0,team_buff:0,s1_poison:198,s2_boost:156
3488,_c_Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],!<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1719,skill_1:1206,skill_2:562,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,krd
4510,Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:2030,skill_1:1413,skill_2:676,skill_3:0,team_buff:0,s1_poison:218,s2_boost:172
3837,_c_Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],!<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1890,skill_1:1326,skill_2:619,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,rb
3798,Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1709,skill_1:1191,skill_2:569,skill_3:0,team_buff:0,s1_poison:183,s2_boost:144
3232,_c_Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],!<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1592,skill_1:1118,skill_2:521,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,krb
4178,Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1880,skill_1:1310,skill_2:626,skill_3:0,team_buff:0,s1_poison:201,s2_boost:159
3555,_c_Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],!<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1751,skill_1:1230,skill_2:573,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,db
3806,Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1846,skill_1:1117,skill_2:534,skill_3:0,team_buff:0,s1_poison:172,s2_boost:136
3257,_c_Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],!<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1719,skill_1:1048,skill_2:489,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,kdb
4187,Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:2030,skill_1:1228,skill_2:588,skill_3:0,team_buff:0,s1_poison:189,s2_boost:149
3583,_c_Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],!<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1890,skill_1:1153,skill_2:538,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,rdb
4100,Louise,5星,风,弓,2749,[Stellar_Show+Forest_Bonds][Pazuzu],<0 resist>,roll fs & g_ranzal+lowen,attack:0,force_strike:1846,skill_1:1284,skill_2:615,skill_3:0,team_buff:0,s1_poison:198,s2_boost:156
